"DATE","YR","MON","DAY","TEMP","WS","RH","PREC","DEW","LAT","LONG","FFMC","DMC","DC","ISI","BUI","FWI","DSR"
2000-10-05,2000,10,5,25.8714722299977,5.77914500529182,18.8735217936649,0,0.668161217738145,40,-121,94.491058905491,107.935282847994,953.845688033936,10.8013771916432,168.268299581294,39.7205838939408,18.4003701068395
2000-10-06,2000,10,6,27.493615762705,1.30675199606824,16.0806091166454,0,-0.192859325764289,40,-121,95.3610314488256,111.571094368965,959.498538871223,9.71416504636924,172.884416628069,37.2750046563442,16.4428935162285
2000-10-07,2000,10,7,25.302451559621,2.93544867340922,19.5449504663533,0,0.673957561666271,40,-121,95.4121588718456,114.789698191354,964.756980151955,10.6188045512443,176.945593929523,39.6717704725711,18.3603647727083
2000-10-08,2000,10,8,24.7073535612246,9.90121747160712,23.31507837413,0,2.62732546543828,40,-121,94.9741290979676,117.78833184943,969.908303792975,14.2074533993626,180.711430822145,47.9547024725125,25.6826675157965
2000-10-09,2000,10,9,9.43673773271314,13.9651127546038,76.2627119822354,1.18264257904456,5.49756959056532,40,-121,79.4013382857027,118.167303943314,972.310916584863,2.16343013980946,181.261679138515,12.8836537716874,2.50806053349204
2000-10-10,2000,10,10,5.089179097238,2.7605868398945,99.5181285284099,12.7169616138286,5.02016162703217,40,-121,15.905299961799,56.0213852850114,806.594619223046,2.75652368689028e-05,95.4664120082588,7.43214725692393e-05,1.33795413347506e-09
2000-10-11,2000,10,11,4.34096037790601,4.02990847570197,90.4222943963247,9.31082258760631,2.91714266184357,40,-121,10.7648119127361,29.5934994992845,722.442790890242,2.43488960629037e-06,53.6888446238307,4.31108295370827e-06,8.66536370882677e-12
2000-10-12,2000,10,12,10.3561307077637,8.96029084412849,56.1369416871841,0.18636135871411,2.04031390762816,40,-121,42.1203739284795,30.3548889073202,725.01089441764,0.080360541337343,54.9573652331968,0.144689039398294,0.000888259733250428
2000-10-13,2000,10,13,14.8741949495209,4.14305021614229,41.1233081421709,0.00155912554041307,1.87959709871245,40,-121,68.5677156545016,31.7799462557565,728.392249508553,0.736521009938955,57.308887735451,2.10997478528304,0.101985789866762
2000-10-14,2000,10,14,18.3150649492372,3.68648162475884,31.0259019750202,0,1.04808521520766,40,-121,83.9443594274421,33.8090060214247,732.392961199416,2.19952314493451,60.6218850175686,7.48692708763153,0.95959125751348
2000-10-15,2000,10,15,16.9476768517985,10.1821612540621,36.2380681373684,0,1.9907815140607,40,-121,88.0373524531744,35.5526296060534,736.14754303274,5.40403697737506,63.4449873151097,16.0699246550432,3.70862910081889
2000-10-16,2000,10,16,20.2039996070682,8.52827422290927,25.1717165736963,0,-0.187589922193297,40,-121,91.3931423701594,37.9680731412755,740.488262962012,8.03841709655599,67.3081836058358,22.1836862175298,6.56218662254316
2000-10-17,2000,10,17,19.2204162861233,10.6167378830471,25.8905932797269,0,-0.653932138227333,40,-121,91.8029374799735,40.249864330914,744.651937893514,9.46506207452961,70.916761493988,25.5599772355468,8.43239462970091
2000-10-18,2000,10,18,19.2886185286361,9.66672510951526,23.3206925058802,0,-2.02081542454636,40,-121,92.3578283218693,42.6187055094934,748.827889228669,9.75851753011884,74.6201098578556,26.7900639995924,9.16394435668229
2000-10-19,2000,10,19,21.0284443621499,6.19665497750008,24.0114076340409,0,-0.1248840196983,40,-121,92.5690095157575,45.1665284589283,753.317009213856,8.44031304323076,78.5578502758968,24.8729514752331,8.03537713753451
2000-10-20,2000,10,20,9.83659009568055,11.4904906926311,93.2272452499997,4.53008511433325,8.8035933910146,40,-121,43.0942672539026,30.9269273329788,724.79613442014,0.10788878172105,55.8916380307856,0.196624571717759,0.00152864905349316
2000-10-21,2000,10,21,10.3461009662176,16.0223551984031,32.2124640317393,7.03275674651379,-5.52075327640864,40,-121,54.0218174944682,18.3644839135509,675.789296911335,0.57077388196482,34.3924427292089,0.739380748752941,0.0159391629103043
2000-10-22,2000,10,22,9.43874368102234,19.2500430378218,28.1419729768553,0,-8.0932760997739,40,-121,77.8090313946494,19.5119347644712,678.192270773919,2.44611928508212,36.4053674280482,5.90666361321393,0.630731710280801
2000-10-23,2000,10,23,16.0256092790023,5.26337887769368,35.0601448624266,0,0.702939281306783,40,-121,85.8653450207199,21.1970410887558,681.780880444139,3.09800777499014,39.3365783262404,7.72593576531761,1.01447731171433
2000-10-24,2000,10,24,15.041357308621,10.4767705636137,37.4647283281498,0,0.735609583447001,40,-121,88.0398050155266,22.7264902787259,685.192324759691,5.48678854328003,41.9726071839154,12.9460504944269,2.52960038687412
2000-10-25,2000,10,25,5.79794749982238,5.84911830971102,94.6487132657255,7.45262008322306,5.01014976024726,40,-121,29.0493987440516,12.4125074851067,636.585913244982,0.00354887283654155,23.6711325789902,0.00358325320495132,1.27538138963056e-06
2000-10-26,2000,10,26,6.09282190127493,1.78335153188423,98.2111831732504,5.85662580943217,5.83323059803843,40,-121,10.5821278594371,6.96593962250284,605.096332625231,1.97344428529641e-06,13.5421327131178,1.41171950173224e-06,1.20122288385918e-12
