"DATE","TIME","TEMP","RH","WS","PREC","YR","MON","DAY","LAT","LONG","FFMC","DMC","DC","ISI","BUI","FWI","DSR"
2000-06-20,13:00:00,15,35,9.656064,10414,2000,6,20,40.25,105.75,46.5565998616326,4.77116964080884,6.104,0.168859023987469,4.47174078293781,0.0692804574700185,0.000241240336594318
2000-06-21,13:00:00,20.5555555555556,23,6.437376,0,2000,6,21,40.25,105.75,80.4783185190577,9.16107168725329,13.208,1.65498108080838,8.90831120605755,0.938783807744055,0.0243226000621374
2000-06-23,13:00:00,21.1111111111111,23,0,254,2000,6,23,40.25,105.75,47.6541281698093,7.87760763169063,7.204,0.121128006673361,7.44269118165677,0.0626890723293677,0.000202114963033398
2000-06-24,13:00:00,20,33,0,1016,2000,6,24,40.25,105.75,38.0194935874401,6.57667887365927,7.004,0.0234536432385423,6.20142519988018,0.011116278231326,9.46056462420246e-06
2000-06-25,13:00:00,15.5555555555556,49,0,0,2000,6,25,40.25,105.75,57.7999759535374,8.8129480329926,13.208,0.351925356732496,8.5775392756537,0.195732471149489,0.00151639449858609
2000-06-26,13:00:00,8.33333333333333,89,1.609344,6096,2000,6,26,40.25,105.75,10.9498146087806,3.48258347165237,4.904,2.37607186281166e-06,3.2243967738452,8.5871733523088e-07,4.98291881670933e-13
2000-06-27,13:00:00,12.7777777777778,76,0,3302,2000,6,27,40.25,105.75,11.7993217240785,1.83537373110284,5.704,3.40135792012666e-06,2.03430431107584,1.05848344682615e-06,7.21538832085432e-13
2000-06-28,13:00:00,20.5555555555556,21,1.609344,3556,2000,6,28,40.25,105.75,49.6117012858903,4.67055477575449,7.104,0.169634081693794,4.44490218685292,0.069425150390534,0.00024213283764852
2000-06-29,13:00:00,22.2222222222222,16,1.609344,0,2000,6,29,40.25,105.75,81.5429331542523,9.82811122642116,14.508,1.46377301211506,9.58498712198304,0.863123216912969,0.0209612779965998
2000-06-30,13:00:00,25,12,1.609344,0,2000,6,30,40.25,105.75,93.2323958208262,15.8748047144212,22.412,7.35128890269295,15.6036593933805,9.69183941060871,1.51533234977768
2000-07-01,13:00:00,22.7777777777778,26,1.609344,0,2000,7,1,40.25,105.75,93.2828204740584,20.0246058539767,30.216,7.40325558155579,19.777105175881,11.0035183744017,1.89705441456648
2000-07-02,13:00:00,26.1111111111111,16,1.609344,1016,2000,7,2,40.25,105.75,66.1042169724999,11.7905142458127,8.404,0.596555481967485,11.2603805448266,0.384119404147764,0.00500119928426252
2000-07-03,13:00:00,23.8888888888889,19,0,254,2000,7,3,40.25,105.75,51.0902065024667,9.06774600709701,8.004,0.186674265870932,8.61778817292323,0.104076051409207,0.000495769530966436
2000-07-04,13:00:00,23.8888888888889,9,0,0,2000,7,4,40.25,105.75,81.5546204627735,14.4083453519859,16.008,1.35161222164311,14.0366258926622,0.987393161982536,0.0265960051301649
2000-07-05,13:00:00,26.1111111111111,10,0,0,2000,7,5,40.25,105.75,93.0089435536472,20.1599687919859,24.412,6.57004574227198,19.8118607267742,9.97761938186679,1.59531546437856
2000-07-06,13:00:00,26.6666666666667,11,0,0,2000,7,6,40.25,105.75,95.8606316268615,25.9638085493192,32.916,9.73447728282648,25.621642216305,15.5651330762935,3.50493063552159
2000-07-07,13:00:00,25,15,0,0,2000,7,7,40.25,105.75,95.9119239930529,31.1740889093192,41.12,9.80238095379578,30.8363310115261,17.168932746272,4.16931342403459
2000-07-08,13:00:00,25.5555555555556,24,6.437376,0,2000,7,8,40.25,105.75,95.1614299532624,35.9318539475415,49.424,12.2418483849936,35.6012740996276,21.6836126216572,6.30263137129494
2000-07-09,13:00:00,17.2222222222222,53,6.437376,3810,2000,7,9,40.25,105.75,47.1648560996342,10.6808410546598,6.804,0.156554581594925,10.1179254204593,0.0950431467075995,0.000422171325147549
2000-07-10,13:00:00,22.7777777777778,37,6.437376,3048,2000,7,10,40.25,105.75,56.1861147942826,7.41990592764812,7.804,0.428241226349009,7.03865449848936,0.215629861363325,0.00179983902237019
2000-07-11,13:00:00,22.2222222222222,23,4.828032,0,2000,7,11,40.25,105.75,84.0925550105855,11.6374760707592,15.508,2.3762783197224,11.3474165812213,2.50313693804802,0.138002407219393
2000-07-12,13:00:00,15.5555555555556,77,6.437376,508,2000,7,12,40.25,105.75,31.9390298894525,5.13381004776202,6.504,0.00797995240191193,4.83001798929727,0.00338202221590185,1.15136024908757e-06
2000-07-13,13:00:00,-11.6666666666667,41,4.828032,762,2000,7,13,40.25,105.75,15.0185216908625,1.71070013657924,3.2,2.05287006054929e-05,1.57802958390911,5.96444715768987e-06,1.53931729772151e-11
2000-07-14,13:00:00,23.8888888888889,27,3.218688,0,2000,7,14,40.25,105.75,66.2849403498611,5.99491719346813,11.204,0.651195117571796,5.8605155962073,0.300668830513556,0.00324179379623551
